PageRank,author,title,year
4.834619486881324e-05,"TomkinsonA.,GeversE. F.,WitJ. M.,ReeveJ.,NobleB. S.",['The Role of Estrogen in the Control of Rat Osteocyte Apoptosis'],1998.0
4.834619486881324e-05,"DelmasPierre D.,BjarnasonNina H.,MitlakBruce H.,RavouxAnne-Catherine,ShahAarti S.,HusterWilliam J.,DraperMichael,ChristiansenClaus","['Effects of Raloxifene on Bone Mineral Density, Serum Cholesterol Concentrations, and Uterine Endometrium in Postmenopausal Women']",1997.0
4.834619486881324e-05,"TeitelbaumSteven L.,RossF. Patrick",['Genetic regulation of osteoclast development and function'],2003.0
4.834619486881324e-05,"Van PottelberghI.,GoemaereS.,ZmierczakH.,KaufmanJ. M.",['Perturbed Sex Steroid Status in Men with Idiopathic Osteoporosis and Their Sons'],2004.0
4.834619486881324e-05,"Van PottelberghI.,LumbrosoS.,GoemaereS.,SultanC.,KaufmanJ. M.",['Lack of influence of the androgen receptor gene CAG-repeat polymorphism on sex steroid status and bone metabolism in elderly men'],2001.0
4.834619486881324e-05,"VandenputL.,BoonenS.,Van HerckE.,SwinnenJ. V.,BouillonR.,VanderschuerenD.",['Evidence From the Aged Orchidectomized Male Rat Model That 17β-Estradiol Is a More Effective Bone-Sparing and Anabolic Agent Than 5α-Dihydrotestosterone'],2002.0
4.834619486881324e-05,"VandenputLiesbeth,LorentzonMattias,SundhDaniel,NilssonMaria E.,KarlssonMagnus K.,MellströmDan,OhlssonClaes",['Serum Estradiol Levels Are Inversely Associated With Cortical Porosity in Older Men'],2014.0
4.834619486881324e-05,"WardK. A.,PyeS. R.,AdamsJ. E.,BoonenS.,VanderschuerenD.,BorghsH.,GaytantJ.,GielenE.,BartfaiG.,CasanuevaF. F.,FinnJ. D.,FortiG.,GiwercmanA.,HanT. S.,HuhtaniemiI. T.,KulaK.,LabrieF.,LeanM. E. J.,PendletonN.,PunabM.,SilmanA. J.,WuF. C. W.,O’NeillT. W.",['Influence of age and sex steroids on bone density and geometry in middle-aged and elderly European men'],2010.0
4.834619486881324e-05,"WangQingju,WangXiao-Fang,Iuliano-BurnsSandra,Ghasem-ZadehAli,ZebazeRoger,SeemanEgo",['Rapid growth produces transient cortical weakness: A risk factor for metaphyseal fractures during puberty'],2010.0
4.834619486881324e-05,"WangQingju,SeemanEgo",['Skeletal Growth and Peak Bone Strength'],2013.0
4.834619486881324e-05,"WangJun,SternPaula H.",['Sex-specific effects of estrogen and androgen on gene expression in human monocyte-derived osteoclasts'],2011.0
4.834619486881324e-05,"WalshJennifer S.,PaggiosiMargaret A.,EastellRichard",['Cortical Consolidation of the Radius and Tibia in Young Men and Women'],2012.0
4.834619486881324e-05,"WalshJ. S.,HenryY. M.,FatayerjiD.,EastellR.",['Lumbar spine peak bone mass and bone turnover in men and women: a longitudinal study'],2008.0
4.834619486881324e-05,"WainwrightStacey A.,MarshallLynn M.,EnsrudKristine E.,CauleyJane A.,BlackDennis M.,HillierTeresa A.,HochbergMarc C.,VogtMolly T.,OrwollEric S.",['Hip Fracture in Women without Osteoporosis'],2005.0
4.834619486881324e-05,"WadhwaVivek K.,WestonRobin,MistryRahul,ParrNigel J.","['Long-term changes in bone mineral density and predicted fracture risk in patients receiving androgen-deprivation therapy for prostate cancer, with stratification of treatment based on presenting values']",2009.0
4.834619486881324e-05,"VogelVictor G.,CostantinoJoseph P.,WickerhamD. Lawrence,CroninWalter M.,CecchiniReena S.,AtkinsJames N.,BeversTherese B.,FehrenbacherLouis,PajonEduardo R.,WadeJames L.,RobidouxAndré,MargoleseRichard G.,JamesJoan,RunowiczCarolyn D.,GanzPatricia A.,ReisSteven E.,McCaskill-StevensWorta,FordLeslie G.,JordanV. Craig,WolmarkNorman",['Update of the National Surgical Adjuvant Breast and Bowel Project Study of Tamoxifen and Raloxifene (STAR) P-2 Trial: Preventing Breast Cancer'],2010.0
4.834619486881324e-05,VogelVictor G.,['Effects of Tamoxifen vs Raloxifene on the Risk of Developing Invasive Breast Cancer and Other Disease Outcomes&lt;SUBTITLE&gt;The NSABP Study of Tamoxifen and Raloxifene (STAR) P-2 Trial&lt;/SUBTITLE&gt;'],2006.0
4.834619486881324e-05,"WardenStuart J.,Mantila RoosaSara M.,KershMariana E.,HurdAndrea L.,FleisigGlenn S.,PandyMarcus G.,FuchsRobyn K.",['Physical activity when young provides lifelong benefits to cortical bone size and strength in men'],2014.0
4.834619486881324e-05,"VlahopoulosSpiros,ZimmerWarren E.,JensterGuido,BelaguliNarasimhaswamy S.,BalkSteven P.,BrinkmannAlbert O.,LanzRainer B.,ZoumpourlisVassilis C.,SchwartzRobert J.",['Recruitment of the Androgen Receptor via Serum Response Factor Facilitates Expression of a Myogenic Gene'],2005.0
4.834619486881324e-05,"VilayphiouNicolas,BoutroyStephanie,SzulcPawel,van RietbergenBert,MunozFrancoise,DelmasPierre D,ChapurlatRoland",['Finite element analysis performed on radius and tibia HR-pQCT images and fragility fractures at all sites in men'],2011.0
4.834619486881324e-05,"VicoL.,VanackerJ-M.",['Sex hormones and their receptors in bone homeostasis: insights from genetically modified mouse models'],2009.0
4.834619486881324e-05,"VernaC,MelsenB,MelsenF",['Differences in static cortical bone remodeling parameters in human mandible and iliac crest'],1999.0
4.834619486881324e-05,"VenkenKatrien,SchuitFrans,Van LommelLeentje,TsukamotoKatsura,KopchickJohn J,CoschiganoKaren,OhlssonClaes,MovérareSofia,BoonenSteven,BouillonRoger,VanderschuerenDirk",['Growth Without Growth Hormone Receptor: Estradiol Is a Major Growth Hormone-Independent Regulator of Hepatic IGF-I Synthesis'],2005.0
4.834619486881324e-05,"VenkenKatrien,Movérare-SkrticSofia,KopchickJohn J,CoschiganoKaren T,OhlssonClaes,BoonenSteven,BouillonRoger,VanderschuerenDirk","['Impact of Androgens, Growth Hormone, and IGF-I on Bone and Muscle in Male Mice During Puberty']",2006.0
4.834619486881324e-05,"VeldhuisJohannes D.,MielkeKristi L.,CosmaMihaela,Soares-WelchCacia,PauloRemberto,MilesJohn M.,BowersCyril Y.",['Aromatase and 5α-Reductase Inhibition during an Exogenous Testosterone Clamp Unveils Selective Sex Steroid Modulation of Somatostatin and Growth Hormone Secretagogue Actions in Healthy Older Men'],2009.0
4.834619486881324e-05,"VehmanenLeena,ElomaaInkeri,BlomqvistCarl,SaartoTiina",['Tamoxifen Treatment After Adjuvant Chemotherapy Has Opposite Effects on Bone Mineral Density in Premenopausal Patients Depending on Menstrual Status'],2006.0
4.834619486881324e-05,"VediS.,CompstonJ.E.",['The effects of long-term hormone replacement therapy on bone remodeling in postmenopausal women'],1996.0
4.834619486881324e-05,"VanderschuerenD.,PyeS. R.,VenkenK.,BorghsH.,GaytantJ.,HuhtaniemiI. T.,AdamsJ. E.,WardK. A.,BartfaiG.,CasanuevaF. F.,FinnJ. D.,FortiG.,GiwercmanA.,HanT. S.,KulaK.,LabrieF.,LeanM. E. J.,PendletonN.,PunabM.,SilmanA. J.,WuF. C. W.,O’NeillT. W.,BoonenS.",['Gonadal sex steroid status and bone health in middle-aged and elderly European men'],2009.0
4.834619486881324e-05,"VandenputLiesbeth,MellströmDan,KindmarkAndreas,JohanssonHelena,LorentzonMattias,LeungJason,Redlund‐JohnellInga,RosengrenBjörn E,KarlssonMagnus K,WangYi‐Xiang,KwokTimothy,OhlssonClaes",['High Serum SHBG Predicts Incident Vertebral Fractures in Elderly Men'],2016.0
4.834619486881324e-05,"VILLANUEVAA. R.,ILNICKIL.,DUNCANH.,FROSTH. M.",['Bone and Cell Dynamics in the Osteoporoses'],1966.0
4.834619486881324e-05,"SeemanEgo,HopperJohn L.,BachLeon A.,CooperMark E.,ParkinsonElizabeth,McKayJohn,JerumsGeorge",['Reduced Bone Mass in Daughters of Women with Osteoporosis'],1989.0
4.834619486881324e-05,"MartinboroughEsther,ShenYixing,van OeverenArjan,LongYun Oliver,LauThomas L. S.,MarschkeKeith B.,ChangWilliam Y.,LópezFrancisco J.,VajdaEric G.,RixPeter J.,ViverosO. Humberto,Negro-VilarAndrés,ZhiLin",['Substituted 6-(1-Pyrrolidine)quinolin-2(1<i>H</i>)-ones as Novel Selective Androgen Receptor Modulators'],2007.0
4.834619486881324e-05,SeemanEgo,['Modeling and Remodeling'],2008.0
4.834619486881324e-05,"ParfittMichael,QiuShijing,PalnitkarSaroj,RaoD Sudhaker",['Abnormal bone remodeling in patients with spontaneous painful vertebral fracture'],2011.0
4.834619486881324e-05,"ParfittA.M.,VillanuevaA.R.,FoldesJ.,RaoD. Sudhaker",['Relations between histologic indices of bone formation: Implications for the pathogenesis of spinal osteoporosis'],2009.0
4.834619486881324e-05,"ParfittA.M.,MundyG.R.,RoodmanG.D.,HughesD.E.,BoyceB.F.","['Theoretical perspective: A new model for the regulation of bone resorption, with particular reference to the effects of bisphosphonates']",2009.0
4.834619486881324e-05,Michael ParfittA.,['Misconceptions V—Activation of osteoclasts is the first step in the bone remodeling cycle'],2006.0
4.834619486881324e-05,ParfittA.M.,['Misconceptions (2): turnover is always higher in cancellous than in cortical bone'],2002.0
4.834619486881324e-05,ParfittA.M,['The coupling of bone formation to bone resorption: A critical analysis of the concept and of its relevance to the pathogenesis of osteoporosis'],1982.0
4.834619486881324e-05,"PapanicolaouDimitris A.,AtherS. N.,ZhuH.,ZhouY.,LutkiewiczJ.,ScottB. B.,ChandlerJ.","['A phase IIA randomized, placebo-controlled clinical trial to study the efficacy and safety of the selective androgen receptor modulator (SARM), MK-0773 in female participants with sarcopenia']",2013.0
4.834619486881324e-05,"PageStephanie T.,MarckBrett T.,TolliverJames M.,MatsumotoAlvin M.","['Tissue Selectivity of the Anabolic Steroid, 19-Nor-4-Androstenediol-3β,17β-Diol in Male Sprague Dawley Rats: Selective Stimulation of Muscle Mass and Bone Mineral Density Relative to Prostate Mass']",2007.0
4.834619486881324e-05,PacificiRoberto,['Role of T cells in ovariectomy induced bone loss-revisited'],2012.0
4.834619486881324e-05,"ÖzOrhan K.,HirasawaGen,LawsonJonathan,NanuLydia,ConstantinescuAnca,AntichPeter P.,MasonRalph P.,TsyganovEdward,ParkeyRobert W.,ZerwekhJoseph E.,SimpsonEvan R.",['Bone phenotype of the aromatase deficient mouse'],2001.0
4.834619486881324e-05,"PaternosterLavinia,LorentzonMattias,LehtimäkiTerho,ErikssonJoel,KähönenMika,RaitakariOlli,LaaksonenMarika,SievänenHarri,ViikariJorma,LyytikäinenLeo-Pekka,MellströmDan,KarlssonMagnus,LjunggrenÖsten,GrundbergElin,KempJohn P.,SayersAdrian,NethanderMaria,EvansDavid M.,VandenputLiesbeth,TobiasJon H.,OhlssonClaes",['Genetic Determinants of Trabecular and Cortical Volumetric Bone Mineral Densities and Bone Microstructure'],2013.0
4.834619486881324e-05,"OurslerM J,OsdobyP,PyfferoenJ,RiggsB L,SpelsbergT C",['Avian osteoclasts as estrogen target cells.'],1991.0
4.834619486881324e-05,"OttesenAnne Marie,AksglaedeLise,GarnInger,TartagliaNicole,TassoneFlora,GravholtClaus H.,BojesenAnders,SørensenKaspar,JørgensenNiels,Rajpert-De MeytsEwa,GerdesTommy,LindAnne-Marie,KjaergaardSusanne,JuulAnders",['Increased number of sex chromosomes affects height in a nonlinear fashion: A study of 305 patients with sex chromosome aneuploidy'],2010.0
4.834619486881324e-05,OrwollEric S,['Toward an Expanded Understanding of the Role of the Periosteum in Skeletal Health'],2003.0
4.834619486881324e-05,"OnoeYoshiko,MiyauraChisato,ItoMasako,OhtaHiroaki,NozawaShiro,SudaTatsuo",['Comparative Effects of Estrogen and Raloxifene on B Lymphopoiesis and Bone Loss Induced by Sex Steroid Deficiency in Mice'],2010.0
4.834619486881324e-05,"OñateSergio A.,TsaiSophia Y.,TsaiMing-Jer,O'MalleyBert W.",['Sequence and Characterization of a Coactivator for the Steroid Hormone Receptor Superfamily'],1995.0
4.834619486881324e-05,"OnalMelda,XiongJinhu,ChenXinrong,ThostensonJeff D.,AlmeidaMaria,ManolagasStavros C.,O'BrienCharles A.",['Receptor Activator of Nuclear Factor κB Ligand (RANKL) Protein Expression by B Lymphocytes Contributes to Ovariectomy-induced Bone Loss'],2012.0
4.834619486881324e-05,"OnalMelda,PiemonteseMarilina,XiongJinhu,WangYiying,HanLi,YeShiqiao,KomatsuMasaaki,SeligMartin,WeinsteinRobert S.,ZhaoHaibo,JilkaRobert L.,AlmeidaMaria,ManolagasStavros C.,O'BrienCharles A.",['Suppression of Autophagy in Osteocytes Mimics Skeletal Aging'],2013.0
4.834619486881324e-05,"OhlssonClaes,NilssonMaria E.,TivestenÅsa,RybergHenrik,MellströmDan,KarlssonMagnus K.,LjunggrenÖsten,LabrieFernand,OrwollEric S.,LeeDavid M.,PyeStephen R.,O'NeillTerence W.,FinnJoseph D.,AdamsJudith E.,WardKate A.,BoonenSteven,BartfaiGyorgy,CasanuevaFelipe F.,FortiGianni,GiwercmanAleksander,HanThang S.,HuhtaniemiIlpo T.,KulaKrzysztof,LeanMichael E. J.,PendletonNeil,PunabMargus,VanderschuerenDirk,WuFrederick C. W.,VandenputLiesbeth",['Comparisons of Immunoassay and Mass Spectrometry Measurements of Serum Estradiol Levels and Their Influence on Clinical Association Studies in Men'],2013.0
4.834619486881324e-05,"OhlssonClaes,MellströmDan,CarlzonDaniel,OrwollEric,LjunggrenÖsten,KarlssonMagnus K,VandenputLiesbeth",['Older men with low serum IGF-1 have an increased risk of incident fractures: The MrOS Sweden study'],2011.0
4.834619486881324e-05,"OhlssonClaes,EngdahlCecilia,BörjessonAnna E.,WindahlSara H.,StuderErik,WestbergLars,ErikssonElias,KoskelaAntti,TuukkanenJuha,KrustAndree,ChambonPierre,CarlstenHans,LagerquistMarie K.",['Estrogen receptor-α expression in neuronal cells affects bone mass'],2012.0
4.834619486881324e-05,"OhlssonClaes,DarelidAnna,NilssonMartin,MelinJohanna,MellströmDan,LorentzonMattias",['Cortical Consolidation due to Increased Mineralization and Endosteal Contraction in Young Adult Men: A Five-Year Longitudinal Study'],2011.0
4.834619486881324e-05,"OttoChristiane,FuchsIris,AltmannHelga,KlewerMario,SchwarzGilda,BohlmannRolf,NguyenDuy,ZornLudwig,VonkRichardus,PrelleKatja,ÖstermanThua,MalmströmChira,FritzemeierKarl-Heinrich",['In vivo characterization of estrogen receptor modulators with reduced genomic versus nongenomic activity in vitro'],2008.0
4.834619486881324e-05,"OgdenCynthia L.,KuczmarskiRobert J.,FlegalKatherine M.,MeiZuguo,GuoShumei,WeiRong,Grummer-StrawnLaurence M.,CurtinLester R.,RocheAlex F.,JohnsonClifford L.",['Centers for Disease Control and Prevention 2000 Growth Charts for the United States: Improvements to the 1977 National Center for Health Statistics Version'],2002.0
4.834619486881324e-05,"PeadMatthew J.,SkerryTimothy M.,LanyonLance E.",['Direct transformation from quiescence to bone formation in the adult periosteum following a single brief period of bone loading'],2009.0
4.834619486881324e-05,"PihlajamaaPäivi,SahuBiswajyoti,JänneOlli A.",['Determinants of Receptor- and Tissue-Specific Actions in Androgen Signaling'],2015.0
4.834619486881324e-05,SeemanE.,['Age- and Menopause-Related Bone Loss Compromise Cortical and Trabecular Microstructure'],2013.0
4.834619486881324e-05,"RossF. Patrick,TeitelbaumSteven L.",['alphavbeta3 and macrophage colony-stimulating factor: partners in osteoclast biology'],2005.0
4.834619486881324e-05,"RoelantsM.,HauspieR.,HoppenbrouwersK.","['References for growth and pubertal development from birth to 21 years in Flanders, Belgium']",2009.0
4.834619486881324e-05,"RoddaStephen J.,McMahonAndrew P.","['Distinct roles for Hedgehog and canonical Wnt signaling in specification,differentiation and maintenance of osteoblast progenitors']",2006.0
4.834619486881324e-05,"RochiraVincenzo,ZirilliLucia,MaffeiLaura,PremrouValeria,ArandaClaudio,BaldiMatteo,GhigoEzio,AimarettiGianluca,CaraniCesare,LanfrancoFabio",['Tall Stature without Growth Hormone: Four Male Patients with Aromatase Deficiency'],2010.0
4.834619486881324e-05,"RochiraVincenzo,ZirilliLucia,MadeoBruno,ArandaClaudio,CaffagniGiovanni,FabreBibiana,MontangeroVictor E.,RoldanEmilio J.A.,MaffeiLaura,CaraniCesare",['Skeletal effects of long-term estrogen and testosterone replacement treatment in a man with congenital aromatase deficiency: Evidences of a priming effect of estrogen for sex steroids action on bone'],2007.0
4.834619486881324e-05,"RochiraVincenzo,CaraniCesare",['Aromatase deficiency in men: a clinical perspective'],2009.0
4.834619486881324e-05,"RoblingAlexander G.,NiziolekPaul J.,BaldridgeLee A.,CondonKeith W.,AllenMatthew R.,AlamImranul,MantilaSara M.,Gluhak-HeinrichJelica,BellidoTeresita M.,HarrisStephen E.,TurnerCharles H.",['Mechanical Stimulation of Bone in Vivo Reduces Osteocyte Expression of Sost/Sclerostin'],2008.0
4.834619486881324e-05,"RoblingAlexander G.,CastilloAlesha B.,TurnerCharles H.",['BIOMECHANICAL AND MOLECULAR REGULATION OF BONE REMODELING'],2006.0
4.834619486881324e-05,"RiggsB L,WahnerH W,DunnW L,MazessR B,OffordK P,MeltonL J",['Differential changes in bone mineral density of the appendicular and axial skeleton with aging: relationship to spinal osteoporosis.'],1981.0
4.834619486881324e-05,"PedersonLarry,KremerMatthew,JuddJeffrey,PascoeDavid,SpelsbergThomas C.,RiggsB. Lawrence,OurslerMerry Jo",['Androgens regulate bone resorption activity of isolated osteoclasts\n            <i>in vitro</i>'],1999.0
4.834619486881324e-05,"RiggsB Lawrence,MeltonL Joseph,RobbRichard A,CampJon J,AtkinsonElizabeth J,McDanielLisa,AminShreyasee,RouleauPeggy A,KhoslaSundeep",['A Population-Based Assessment of Rates of Bone Loss at Multiple Skeletal Sites: Evidence for Substantial Trabecular Bone Loss in Young Adult Women and Men'],2007.0
4.834619486881324e-05,"RiggsB. Lawrence,KhoslaSundeep,MeltonL. Joseph",['A Unitary Model for Involutional Osteoporosis: Estrogen Deficiency Causes Both Type I and Type II Osteoporosis in Postmenopausal Women and Contributes to Bone Loss in Aging Men'],1998.0
4.834619486881324e-05,"ReckerRobert R.,KendlerDavid,RecknorChristopher P.,RooneyTheodore W.,LewieckiE. Michael,UtianWulf H.,CauleyJane A.,LorraineJoanne,QuYongming,KulkarniPandurang M.,GaichCarol L.,WongMayme,PlouffeLeo,StockJohn L.",['Comparative effects of raloxifene and alendronate on fracture outcomes in postmenopausal women with low bone mass'],2007.0
4.834619486881324e-05,"ReckerR.,LappeJ.,DaviesK.,HeaneyR.",['Characterization of Perimenopausal Bone Loss: A Prospective Study'],2000.0
4.834619486881324e-05,"RariyChevon M.,RatcliffeSarah J.,WeinsteinRachel,BhasinShalender,BlackmanMarc R.,CauleyJane A.,RobbinsJohn,ZmudaJoseph M.,HarrisTamara B.,CappolaAnne R.","['Higher Serum Free Testosterone Concentration in Older Women Is Associated with Greater Bone Mineral Density, Lean Body Mass, and Total Fat Mass: The Cardiovascular Health Study']",2011.0
4.834619486881324e-05,RankeMichael B.,['Treatment of children and adolescents with idiopathic short stature'],2013.0
4.834619486881324e-05,"RaiDeshanie,FrolovaAntonina,FrasorJonna,CarpenterAnne E.,KatzenellenbogenBenita S.",['Distinctive Actions of Membrane-Targeted Versus Nuclear Localized Estrogen Receptors in Breast Cancer Cells'],2005.0
4.834619486881324e-05,"QuaynorSamuel D.,StradtmanEarl W.,KimHyung-Goo,ShenYiping,ChorichLynn P.,SchreihoferDerek A.,LaymanLawrence C.",['Delayed Puberty and Estrogen Resistance in a Woman with Estrogen Receptor α Variant'],2013.0
4.834619486881324e-05,QuarlesL. Darryl,['Skeletal secretion of FGF-23 regulates phosphate and vitamin D metabolism'],2012.0
4.834619486881324e-05,"QiuS,RaoD.S,PalnitkarS,ParfittA.M",['Relationships between osteocyte density and bone formation rate in human cancellous bone'],2002.0
4.834619486881324e-05,"PuglieseLivia Souza,GonçalvesThais Oliveira,PopiAna Flávia,MarianoMario,PesqueroJoão Bosco,LopesJosé Daniel",['B-1 lymphocytes differentiate into functional osteoclast-like cells'],2012.0
4.834619486881324e-05,"RiggsB Lawrence,MeltonL Joseph,RobbRichard A,CampJon J,AtkinsonElizabeth J,PetersonJames M,RouleauPeggy A,McColloughCynthia H,BouxseinMary L,KhoslaSundeep","['Population-Based Study of Age and Sex Differences in Bone Volumetric Density, Size, Geometry, and Structure at Different Skeletal Sites']",2004.0
4.834619486881324e-05,"O'MalleyBert W.,MalovannayaAnna,QinJun",['Minireview: Nuclear Receptor and Coregulator Proteomics—2012 and Beyond'],2012.0
4.834619486881324e-05,"DalzellN.,KaptogeS.,MorrisN.,BerthierA.,KollerB.,BraakL.,van RietbergenB.,ReeveJ.",['Bone micro-architecture and determinants of strength in the radius and tibia: age-related changes in a population-based study of normal adults measured with high-resolution pQCT'],2009.0
4.834619486881324e-05,"NishiyamaKyle K,MacdonaldHeather M,MooreSarah A,FungTak,BoydSteven K,McKayHeather A",['Cortical porosity is higher in boys compared with girls at the distal radius and distal tibia during pubertal growth: An HR-pQCT study'],2012.0
4.834619486881324e-05,"MikiYasuhiro,SuzukiTakashi,HatoriMasahito,IgarashiKatsuhide,AisakiKen-ich,KannoJun,NakamuraYasuhiro,UzukiMiwa,SawaiTakashi,SasanoHironobu",['Effects of aromatase inhibitors on human osteoblast and osteoblast-like cells: A possible androgenic bone protective effects induced by exemestane'],2007.0
4.834619486881324e-05,"SassariniJ.,LumsdenM. A.",['Oestrogen replacement in postmenopausal women'],2015.0
4.834619486881324e-05,"MelvilleKatherine M,KellyNatalie H,KhanSohaib A,SchimentiJohn C,RossF Patrick,MainRussell P,van der MeulenMarjolein C H",['Female Mice Lacking Estrogen Receptor-Alpha in Osteoblasts Have Compromised Bone Mass and Strength'],2014.0
4.834619486881324e-05,"MellströmDan,VandenputLiesbeth,MallminHans,HolmbergAnna H,LorentzonMattias,OdénAnders,JohanssonHelena,OrwollEric S,LabrieFernand,KarlssonMagnus K,LjunggrenÖsten,OhlssonClaes",['Older Men With Low Serum Estradiol and High Serum SHBG Have an Increased Risk of Fractures'],2008.0
4.834619486881324e-05,"SatoTakuya,ShibataTakeshi,IkedaKyoji,WatanabeKen",['Generation of Bone-Resorbing Osteoclasts from B220+ Cells: Its Role in Accelerated Osteoclastogenesis due to Estrogen Deficiency*'],2001.0
4.834619486881324e-05,"MeakinLee B.,PriceJoanna S.,LanyonLance E.",['The Contribution of Experimental in vivo Models to Understanding the Mechanisms of Adaptation to Mechanical Loading in Bone'],2014.0
4.834619486881324e-05,"SawakamiKimihiko,RoblingAlexander G.,AiMinrong,PitnerNathaniel D.,LiuDawei,WardenStuart J.,LiJiliang,MayePeter,RoweDavid W.,DuncanRandall L.,WarmanMatthew L.,TurnerCharles H.",['The Wnt Co-receptor LRP5 Is Essential for Skeletal Mechanotransduction but Not for the Anabolic Bone Response to Parathyroid Hormone Treatment'],2006.0
4.834619486881324e-05,"SaxonL. K.,GaleaG.,MeakinL.,PriceJ.,LanyonL. E.",['Estrogen Receptors α and β Have Different Gender-Dependent Effects on the Adaptive Responses to Load Bearing in Cancellous and Cortical Bone'],2012.0
4.834619486881324e-05,"McInnesKerry J.,SmithLee B.,HungerNicole I.,SaundersPhilippa T.K.,AndrewRuth,WalkerBrian R.",['Deletion of the Androgen Receptor in Adipose Tissue in Male Mice Elevates Retinol Binding Protein 4 and Reveals Independent Effects on Visceral Fat Mass and on Glucose Homeostasis'],2012.0
4.834619486881324e-05,"SaxonLeanne K.,JacksonBrendan F.,SugiyamaToshihiro,LanyonLance E.,PriceJoanna S.","['Analysis of multiple bone responses to graded strains above functional levels, and to disuse, in mice in vivo show that the human Lrp5 G171V High Bone Mass mutation increases the osteogenic response to loading but that lack of Lrp5 activity reduces it']",2011.0
4.834619486881324e-05,"MinerJeffrey N.,ChangWilliam,ChapmanMark S.,FinnPatricia D.,HongMei Hua,LópezFrancisco J.,MarschkeKeith B.,RosenJon,SchraderWilliam,TurnerRussell,van OeverenArjan,ViverosHumberto,ZhiLin,Negro-VilarAndres","['An Orally Active Selective Androgen Receptor Modulator Is Efficacious on Bone, Muscle, and Sex Function with Reduced Impact on Prostate']",2007.0
4.834619486881324e-05,"MasuzawaT,MiyauraC,OnoeY,KusanoK,OhtaH,NozawaS,SudaT",['Estrogen deficiency stimulates B lymphopoiesis in mouse bone marrow.'],1994.0
4.834619486881324e-05,"Martin-MillanMarta,AlmeidaMaria,AmbroginiElena,HanLi,ZhaoHaibo,WeinsteinRobert S.,JilkaRobert L.,O'BrienCharles A.,ManolagasStavros C.",['The Estrogen Receptor-α in Osteoclasts Mediates the Protective Effects of Estrogens on Cancellous But Not Cortical Bone'],2010.0
4.834619486881324e-05,"MansonJoAnn E.,ChlebowskiRowan T.,StefanickMarcia L.,AragakiAaron K.,RossouwJacques E.,PrenticeRoss L.,AndersonGarnet,HowardBarbara V.,ThomsonCynthia A.,LaCroixAndrea Z.,Wactawski-WendeJean,JacksonRebecca D.,LimacherMarian,MargolisKaren L.,Wassertheil-SmollerSylvia,BeresfordShirley A.,CauleyJane A.,EatonCharles B.,GassMargery,HsiaJudith,JohnsonKaren C.,KooperbergCharles,KullerLewis H.,LewisCora E.,LiuSimin,MartinLisa W.,OckeneJudith K.,O’SullivanMary Jo,PowellLynda H.,SimonMichael S.,Van HornLinda,VitolinsMara Z.,WallaceRobert B.",['Menopausal Hormone Therapy and Health Outcomes During the Intervention and Extended Poststopping Phases of the Women’s Health Initiative Randomized Trials'],2013.0
4.834619486881324e-05,"SaxonL. K.,RoblingA. G.,CastilloA. B.,MohanS.,TurnerC. H.",['The skeletal responsiveness to mechanical loading is enhanced in mice with a null mutation in estrogen receptor-β'],2007.0
4.834619486881324e-05,"ManolagasStavros C.,ParfittA. Michael",['What old means to bone'],2010.0
4.834619486881324e-05,"ManolagasStavros C.,O'BrienCharles A.,AlmeidaMaria",['The role of estrogen and androgen receptors in bone health and disease'],2013.0
4.834619486881324e-05,ManolagasS.C.,['Sex Steroids and Bone'],2002.0
4.834619486881324e-05,"ManolagasStavros C.,KousteniStavroula,ChenJin-Ran,SchullerMaria,PlotkinLilian,BellidoTeresita","['Kinase-mediated transcription, activators of nongenotropic estrogen–like signaling (ANGELS), and osteoporosis: A different perspective on the HRT dilemma']",2004.0
4.834619486881324e-05,"SchmidtAzriel,KimmelDonald B.,BaiChang,ScafonasAngela,RutledgeSuJane,VogelRobert L.,McElwee-WitmerSheila,ChenFang,NantermetPascale V.,KasparcovaViera,LeuChih-tai,ZhangHai-Zhuan,DugganMark E.,GentileMichael A.,HodorPaul,PennypackerBrenda,MasarachiaPatricia,OpasEvan E.,AdamskiSharon A.,CusickTara E.,WangJiabing,MitchellHelen J.,KimYuntae,PrueksaritanontThomayant,PerkinsJames J.,MeissnerRobert S.,HartmanGeorge D.,FreedmanLeonard P.,HaradaShun-ichi,RayWilliam J.",['Discovery of the Selective Androgen Receptor Modulator MK-0773 Using a Rational Development Strategy Based on Differential Transcriptional Requirements for Androgenic Anabolism Versus Reproductive Physiology'],2010.0
4.834619486881324e-05,"O'BrienCharles A.,NakashimaTomoki,TakayanagiHiroshi",['Osteocyte control of osteoclastogenesis'],2013.0
4.834619486881324e-05,"SchmidtJohanna,DahlgrenEva,BrännströmMats,Landin-WilhelmsenKerstin","['Body composition, bone mineral density and fractures in late postmenopausal women with polycystic ovary syndrome - a long-term follow-up study']",2012.0
4.834619486881324e-05,"DaltonJames T.,BarnetteKester G.,BohlCasey E.,HancockMichael L.,RodriguezDomingo,DodsonShontelle T.,MortonRonald A.,SteinerMitchell S.","['The selective androgen receptor modulator GTx‐024 (enobosarm) improves lean body mass and physical function in healthy elderly men and postmenopausal women: results of a double‐blind, placebo‐controlled phase II trial']",2011.0
